interval_width_sum,within_interval,LSTM PINAW,LSTM PICP,CWC,Stock,Study Period
437.4212808609009,139,0.6234292893907668,0.9025974025974026,0.3764945022897532,BA,1
383.0122230052948,129,0.35245874160089724,0.8376623376623377,0.5762853784543942,CHRW,1
467.710888504982,138,0.5197780895690948,0.8961038961038961,0.4800032725535858,DOV,1
374.47409051656723,126,0.3494602234975172,0.8181818181818182,0.5321769236915684,EFX,1
463.3146948814392,140,0.47711010717204894,0.9090909090909091,0.5215950774124228,EMR,1
431.779467523098,141,0.48254307511566163,0.9155844155844156,0.5137003220849697,FAST,1
415.9573556780815,133,0.4355749562064458,0.8636363636363636,0.5424729215233087,ITW,1
440.50860249996185,142,0.5574643830616166,0.922077922077922,0.43611148585561776,NOC,1
416.83215832710266,143,0.522190964312188,0.9285714285714286,0.46624971039433216,UPS,1
487.2471563220024,143,0.47212011704274426,0.9285714285714286,0.5151092260059841,WM,1
464.5486401319504,131,0.3961039199575594,0.8562091503267973,0.5701348859034107,BA,2
407.0466742515564,126,0.31537074013706784,0.8235294117647058,0.574468312619269,CHRW,2
529.2434562444687,132,0.6091537682993158,0.8627450980392157,0.3749063950919587,DOV,2
456.3901160955429,140,0.23900701301650704,0.9150326797385621,0.7558513262860461,EFX,2
511.3809549883008,129,0.5470129875066654,0.8431372549019608,0.41111060971239977,EMR,2
472.80566558241844,135,0.3899137665899464,0.8823529411764706,0.60441300832077,FAST,2
467.8612287044525,133,0.43173623000981004,0.869281045751634,0.5524020155319591,ITW,2
446.1325170993805,135,0.31348180206551485,0.8823529411764706,0.6801342278471715,NOC,2
440.1079597771168,132,0.1886931657069232,0.8627450980392157,0.7782194016167971,UPS,2
482.99488604068756,133,0.28512574060869456,0.869281045751634,0.694920215917497,WM,2
434.4900661110878,116,0.3293425927928839,0.7532467532467533,0.3514835719332178,BA,3
401.37476389855146,118,0.4302143154930992,0.7662337662337663,0.333105127765204,CHRW,3
473.7629596590996,138,0.5137535860100572,0.8961038961038961,0.48602503324595814,DOV,3
384.98161355033517,126,0.18895716836030838,0.8181818181818182,0.6634771534565228,EFX,3
413.9001556634903,123,0.3722323763943142,0.7987012987012987,0.46142857058902814,EMR,3
441.44178462028503,135,0.2636506256548777,0.8766233766233766,0.7243760791692551,FAST,3
455.7974150776863,116,0.324046280774965,0.7532467532467533,0.35425930608022926,ITW,3
468.90932273864746,122,0.33174644801727765,0.7922077922077922,0.4715819380047044,NOC,3
365.0001186579466,120,0.18711250851518796,0.7792207792207793,0.5247721182861715,UPS,3
394.36806271225214,124,0.18694419063669246,0.8051948051948052,0.6208931491282305,WM,3
435.652206659317,141,0.620907938188552,0.9155844155844156,0.37633995196010595,BA,1
379.8816705942154,129,0.34957791823012596,0.8376623376623377,0.5788491940645217,CHRW,1
479.54929453134537,138,0.5329343880841781,0.8961038961038961,0.4668529639051,DOV,1
378.41065376996994,126,0.3531338348612528,0.8181818181818182,0.5291717097676759,EFX,1
431.60041493177414,134,0.4444515196659024,0.8701298701298701,0.5408755085858108,EMR,1
424.3393161892891,138,0.47422819732738425,0.8961038961038961,0.5255324266083549,FAST,1
411.06591260433197,131,0.4304528203106602,0.8506493506493507,0.5294173307104019,ITW,1
435.3487632870674,142,0.5509345977925229,0.922077922077922,0.442546480570222,NOC,1
416.2711992263794,141,0.521488216772454,0.9155844155844156,0.4750379120356486,UPS,1
488.62587147951126,144,0.4734560287111574,0.935064935064935,0.5074754595456127,WM,1
457.00921761989594,132,0.3896753255042578,0.8627450980392157,0.5854338739693963,BA,2
405.27573478221893,124,0.31399865549294237,0.8104575163398693,0.5393387737755971,CHRW,2
514.3130369782448,131,0.5919690094685748,0.8562091503267973,0.3852197586964644,DOV,2
441.8669678866863,136,0.2314013832042519,0.8888888888888888,0.7657572203453905,EFX,2
500.87709449231625,130,0.5357772383959203,0.8496732026143791,0.4302562367511152,EMR,2
470.59024861454964,138,0.3880867546960747,0.9019607843137255,0.6118426711450389,FAST,2
469.5299993157387,130,0.4332761497301572,0.8496732026143791,0.5252574652988798,ITW,2
438.5718912780285,131,0.3081692132799444,0.8562091503267973,0.6531535469204991,NOC,2
439.0738235786557,133,0.1882497871478111,0.869281045751634,0.7890921036471972,UPS,2
496.1706179380417,136,0.2929037532209818,0.8888888888888888,0.7044822155776155,WM,2
394.6777410507202,117,0.29916493078589523,0.7597402597402597,0.38842058633120413,BA,3
417.039297118783,120,0.4470043756638083,0.7792207792207793,0.35699489563533193,CHRW,3
474.5699411928654,140,0.514628685357449,0.9090909090909091,0.48416940527487246,DOV,3
389.0552951321006,127,0.19095661796880584,0.8246753246753247,0.6824152465737614,EFX,3
415.04233399033546,124,0.3732595703855465,0.8051948051948052,0.4786127035166592,EMR,3
465.7840412259102,135,0.27818901193257245,0.8766233766233766,0.7100740920742694,FAST,3
459.8874341249466,116,0.3269540538704696,0.7532467532467533,0.3527353767789256,ITW,3
431.36143887043,117,0.305181872523032,0.7597402597402597,0.38508584447806016,NOC,3
377.4259524047375,118,0.19348244869850492,0.7662337662337663,0.47150207398359134,UPS,3
405.51154536008835,121,0.1922265893434908,0.7857142857142857,0.545904936789923,WM,3
425.3747369647026,136,0.6062601011746823,0.8831168831168831,0.390387309248682,BA,1
367.59294390678406,126,0.3382694824049081,0.8181818181818182,0.5413315586325893,CHRW,1
486.4165970683098,144,0.5405661825984475,0.935064935064935,0.4427956644265702,DOV,1
382.06824296712875,126,0.35654710688906666,0.8181818181818182,0.5263794675818863,EFX,1
449.76203483343124,138,0.4631539103162033,0.8961038961038961,0.5366016716617403,EMR,1
429.1946447491646,137,0.47965435894507136,0.8896103896103896,0.5186633207114758,FAST,1
402.07945519685745,131,0.42104253885204557,0.8506493506493507,0.5381645710948959,ITW,1
433.2627007961273,138,0.548294682174666,0.8961038961038961,0.45149966312754103,NOC,1
429.08439391851425,141,0.5375400840733332,0.9155844155844156,0.45910257711985847,UPS,1
476.843834400177,139,0.4620397758860282,0.9025974025974026,0.537851354668017,WM,1
466.356685757637,135,0.39764557544404017,0.8823529411764706,0.596753097978025,BA,2
406.0669946074486,125,0.31461170606553884,0.8169934640522876,0.55739992462398,CHRW,2
524.3447940349579,127,0.6035154585397132,0.8300653594771242,0.34237664576288285,DOV,2
437.24093410372734,138,0.22897877483131548,0.9019607843137255,0.7709323005133228,EFX,2
543.1175262331963,135,0.5809609014454736,0.8823529411764706,0.415142431170274,EMR,2
472.7408939599991,138,0.3898603506749011,0.9019607843137255,0.6100692797214257,FAST,2
467.55860674381256,128,0.43145697441779046,0.8366013071895425,0.5039591259449018,ITW,2
472.8819027543068,141,0.3322776649489724,0.9215686274509803,0.6584682144093859,NOC,2
476.5624423623085,138,0.20432276651371456,0.9019607843137255,0.7955854651646657,UPS,2
484.8264950811863,133,0.286206991982718,0.869281045751634,0.6938691451474609,WM,2
416.2923376560211,121,0.31554875136867017,0.7857142857142857,0.46256203867393186,BA,3
409.75711661577225,118,0.43919895643423307,0.7662337662337663,0.3278525739541848,CHRW,3
469.10349625349045,139,0.5087008143977791,0.9025974025974026,0.491199759161869,DOV,3
399.4667461887002,127,0.19606677970363315,0.8246753246753247,0.6781049062907114,EFX,3
419.064028441906,125,0.3768763964784002,0.8116883116883117,0.49313169631357656,EMR,3
447.6547340154648,128,0.26736130292257276,0.8311688311688312,0.63556907358188,FAST,3
452.983764141798,120,0.322045933491253,0.7792207792207793,0.4376637545900365,ITW,3
454.7634285092354,122,0.3217384359410256,0.7922077922077922,0.4786445233310229,NOC,3
359.92683896422386,115,0.18451175842945655,0.7467532467532467,0.40312632802169235,UPS,3
408.9150028079748,129,0.19383994665641752,0.8376623376623377,0.7174496534544906,WM,3
441.76950949430466,142,0.6296265486592146,0.922077922077922,0.3649968725753279,BA,1
373.1653116643429,130,0.3433973337099028,0.8441558441558441,0.5979588707368942,CHRW,1
469.9116597175598,138,0.5222238582791388,0.8961038961038961,0.4775586173655773,DOV,1
370.1544690132141,124,0.3454291411497261,0.8051948051948052,0.4998655162397494,EFX,1
443.73987770080566,135,0.45695244063113505,0.8766233766233766,0.5342174184746185,EMR,1
430.44975113868713,137,0.4810570261452321,0.8896103896103896,0.5172651884499785,FAST,1
421.2295641899109,132,0.4410958154010326,0.8571428571428571,0.5289405335742958,ITW,1
413.33985912799835,137,0.5230822922773343,0.8896103896103896,0.47537579346692577,NOC,1
429.64995288848877,139,0.5382485941486874,0.9025974025974026,0.4616579591289147,UPS,1
470.79582273960114,138,0.45617953034940784,0.8961038961038961,0.5435728762973014,WM,1
461.1033341884613,135,0.3931662314750757,0.8823529411764706,0.6011907882836275,BA,2
390.70134957134724,121,0.3027067449044412,0.7908496732026143,0.4877447648074644,CHRW,2
508.9367408156395,128,0.5857809479473542,0.8366013071895425,0.36716565330901707,DOV,2
440.05238139629364,137,0.23045110211438258,0.8954248366013072,0.7690658008859871,EFX,2
518.7280035018921,131,0.5548719641024362,0.8562091503267973,0.42024287016572687,EMR,2
457.2563459277153,138,0.37709054082126214,0.9019607843137255,0.6228376167868933,FAST,2
478.2375990152359,131,0.4413114089823623,0.8562091503267973,0.5274547502825198,ITW,2
459.59418272972107,140,0.3229408462706754,0.9150326797385621,0.6724845932535759,NOC,2
454.4348155260086,135,0.19483570347709644,0.8823529411764706,0.7976770299073349,UPS,2
492.0760575532913,134,0.2904866167338045,0.8758169934640523,0.69717386356158,WM,2
417.930662304163,114,0.31679059814386795,0.7402597402597403,0.31775888961037513,BA,3
423.31654995679855,116,0.45373266123575956,0.7532467532467533,0.28629221625820744,CHRW,3
474.68648558855057,136,0.5147550673381249,0.8831168831168831,0.48111320227790594,DOV,3
379.51272796466947,128,0.1862729229366791,0.8311688311688312,0.7059137970471808,EFX,3
420.6821905374527,127,0.3783316564341521,0.8246753246753247,0.5243673768104967,EMR,3
444.1450561583042,132,0.2652651516402844,0.8571428571428571,0.6953446644989305,FAST,3
443.8421119824052,120,0.31554673388108234,0.7792207792207793,0.4418594136232,ITW,3
446.9150414466858,117,0.31618581754679337,0.7597402597402597,0.37898717880643695,NOC,3
364.2584036886692,116,0.18673227809494852,0.7532467532467533,0.42622394200277647,UPS,3
412.6789793856442,127,0.19562420258740879,0.8246753246753247,0.6784782130609095,WM,3
438.71423214673996,141,0.6252720522754649,0.9155844155844156,0.3720075202073301,BA,1
391.1213423013687,129,0.35992098382429033,0.8376623376623377,0.569644286434315,CHRW,1
458.00263011455536,138,0.508989074125497,0.8961038961038961,0.4907873759192802,DOV,1
384.2994655966759,126,0.35862928981851494,0.8181818181818182,0.5246761286839724,EFX,1
443.4621131122112,136,0.45666640547167003,0.8831168831168831,0.53870725477692,EMR,1
428.0210191607475,139,0.47834275211087446,0.9025974025974026,0.5215516777502746,FAST,1
401.76309061050415,129,0.4207112537119584,0.8376623376623377,0.515543419139512,ITW,1
432.23174607753754,142,0.5469900072309727,0.922077922077922,0.44643380892311524,NOC,1
412.7166435420513,140,0.5170352089528317,0.9090909090909091,0.4817688408764294,UPS,1
477.76095616817474,142,0.4629284247592571,0.922077922077922,0.5292750995038434,WM,1
456.1302652955055,134,0.38892587446496957,0.8758169934640523,0.6004466146369151,BA,2
407.1483138203621,124,0.3154494882219169,0.8104575163398693,0.5381981195316016,CHRW,2
521.1813418865204,130,0.5998743576922327,0.8496732026143791,0.3708490132885586,DOV,2
450.1031361967325,138,0.23571458350605962,0.9019607843137255,0.7641972687036576,EFX,2
546.3517906367779,136,0.5844205231160344,0.8888888888888888,0.4140431404599132,EMR,2
457.0703818798065,139,0.3769371798367208,0.9084967320261438,0.6217148300271202,FAST,2
457.6886356472969,128,0.4223490940248903,0.8366013071895425,0.512032392585217,ITW,2
448.9387072920799,135,0.31545361430701085,0.8823529411764706,0.6781807515950278,NOC,2
443.65345856547356,135,0.19021327316129397,0.8823529411764706,0.8022564759920484,UPS,2
493.341724216938,134,0.2912337760832424,0.8758169934640523,0.6964396984526064,WM,2
415.6962251663208,119,0.3150968993051435,0.7727272727272727,0.42129232702070607,BA,3
410.54194478690624,117,0.44004017602448475,0.7597402597402597,0.310343949246697,CHRW,3
455.9534310698509,135,0.4944407440258318,0.8766233766233766,0.4973386878422892,DOV,3
394.30106599628925,128,0.19353135393924067,0.8311688311688312,0.6996170585779207,EFX,3
420.7240147590637,125,0.37836927016584104,0.8116883116883117,0.4919502560187313,EMR,3
457.2195255756378,131,0.27307386427710617,0.8506493506493507,0.6757074885489857,FAST,3
441.15141093730927,119,0.31363379704226324,0.7727272727272727,0.4221922992304577,ITW,3
456.54499515891075,123,0.3229988681382017,0.7987012987012987,0.4976167180586572,NOC,3
362.78593292832375,118,0.1859774353329885,0.7662337662337663,0.47588961565755145,UPS,3
396.6650339514017,127,0.18803303496720278,0.8246753246753247,0.6848812424143167,WM,3
443.3035537004471,144,0.6318129262571384,0.935064935064935,0.3548533733831629,BA,1
360.2746738791466,125,0.33153500217240384,0.8116883116883117,0.5290142701094891,CHRW,1
458.30316030979156,136,0.5093230603861911,0.8831168831168831,0.4864989571483474,DOV,1
383.5947712510824,127,0.3579716671691914,0.8246753246753247,0.5415407044750837,EFX,1
455.0251662135124,137,0.46857375390103434,0.8896103896103896,0.5297081012461625,EMR,1
423.26308196783066,138,0.4730254320042752,0.8961038961038961,0.5267346443303416,FAST,1
409.1467185020447,132,0.4284431121623508,0.8571428571428571,0.540914907333955,ITW,1
421.4927080273628,144,0.5333997363773714,0.935064935064935,0.44970258158383547,NOC,1
417.70592468976974,141,0.5232855845097656,0.9155844155844156,0.47325359272101497,UPS,1
484.9073125720024,140,0.4698529159092364,0.9090909090909091,0.5288342979260405,WM,1
452.0298528075218,131,0.3854296001900692,0.8562091503267973,0.5802124510406224,BA,2
399.01625591516495,121,0.30914895002168435,0.7908496732026143,0.483238551966899,CHRW,2
513.747994363308,129,0.5913186512372592,0.8431372549019608,0.37090078486611894,DOV,2
452.75577038526535,141,0.2371037419292319,0.9215686274509803,0.7523230996804554,EFX,2
547.9489710330963,134,0.5861289919427572,0.8758169934640523,0.406673160096177,EMR,2
460.9931063055992,142,0.3801721754543624,0.9281045751633987,0.6053130261210176,FAST,2
463.76872766017914,131,0.42795972350796024,0.8562091503267973,0.5400600012952959,ITW,2
446.53487277030945,139,0.31376452340045397,0.9084967320261438,0.6847508130574393,NOC,2
435.0303359031677,134,0.18651617049072736,0.8758169934640523,0.7993361051951708,UPS,2
499.550539791584,137,0.2948990180768701,0.8954248366013072,0.7046583431645802,WM,2
403.3423300012946,114,0.3057326717149529,0.7402597402597403,0.3229019020073052,BA,3
423.3205705881119,120,0.4537369707571941,0.7792207792207793,0.3526485645308076,CHRW,3
449.21644553542137,134,0.487135085348544,0.8701298701298701,0.49931928781643564,DOV,3
410.92698499187827,132,0.20169170878274184,0.8571428571428571,0.755509844350557,EFX,3
422.50470554828644,126,0.3799706968747373,0.8181818181818182,0.5072176968329777,EMR,3
449.9213539958,132,0.26871503924015144,0.8571428571428571,0.6920797302970971,FAST,3
463.73794263601303,124,0.3296915484696673,0.8051948051948052,0.5118835885126367,ITW,3
459.01241958141327,118,0.3247445346204451,0.7662337662337663,0.39476431961267483,NOC,3
370.1257806122303,119,0.18974011167760135,0.7727272727272727,0.4984008299810056,UPS,3
411.12450283765793,126,0.1948873265885553,0.8181818181818182,0.6586259614512009,WM,3
443.5628781914711,142,0.6321825252918322,0.922077922077922,0.3624780001402121,BA,1
370.6478299200535,130,0.34108067540424025,0.8441558441558441,0.6000686190755115,CHRW,1
478.19698107242584,137,0.5314315303927043,0.8896103896103896,0.4670535491265114,DOV,1
389.41404163837433,130,0.3634022258690744,0.8441558441558441,0.5797406950595104,EFX,1
463.95558926463127,133,0.47777008448601904,0.8636363636363636,0.5019188838108306,EMR,1
433.64250749349594,137,0.4846251496560197,0.8896103896103896,0.5137086009765793,FAST,1
407.31014627218246,134,0.4265199225428569,0.8701298701298701,0.5583335020049458,ITW,1
444.2703198194504,143,0.5622248427049923,0.9285714285714286,0.42718434575605724,NOC,1
415.03595620393753,138,0.5199407528060519,0.8961038961038961,0.4798406833747757,UPS,1
487.1287848353386,141,0.4720054205085252,0.9155844155844156,0.5241614760581553,WM,1
476.28506940603256,138,0.4061111511496433,0.9019607843137255,0.5938203535100427,BA,2
399.6908504962921,121,0.3096716109492886,0.7908496732026143,0.4828729595431298,CHRW,2
495.2023515701294,129,0.5699728073544407,0.8431372549019608,0.39027331134362003,DOV,2
445.50779485702515,140,0.2333080484636469,0.9150326797385621,0.7615117856981772,EFX,2
522.845653668046,130,0.559276524141139,0.8496732026143791,0.40847636060686865,EMR,2
469.0097957253456,140,0.3867833855027542,0.9150326797385621,0.6090734071093828,FAST,2
471.72108805179596,129,0.43529805779281466,0.8431372549019608,0.5124980482083651,ITW,2
445.1804259419441,133,0.3128128007254997,0.869281045751634,0.668005975347591,NOC,2
438.340665563941,132,0.1879354508498946,0.8627450980392157,0.7789462146765525,UPS,2
481.9221312403679,135,0.2844924626677208,0.8823529411764706,0.7088539938001197,WM,2
409.285204410553,116,0.31023735851736,0.7532467532467533,0.36149639802537525,BA,3
421.834956407547,122,0.45214461232994607,0.7922077922077922,0.3866177810760705,CHRW,3
476.2134947478771,138,0.5164109722911815,0.8961038961038961,0.4833688568331949,DOV,3
386.2523911893368,126,0.18958089306774806,0.8181818181818182,0.6629669127179468,EFX,3
422.09375470876694,124,0.37960111690362,0.8051948051948052,0.4737699574928246,EMR,3
469.3982416987419,131,0.2803475892333685,0.8506493506493507,0.6689462645661606,FAST,3
451.7653566598892,121,0.32117971442128823,0.7857142857142857,0.4587565525205717,ITW,3
463.3424548506737,122,0.32780797087711194,0.7922077922077922,0.47436129424910567,NOC,3
378.4004453420639,119,0.19398200968139973,0.7727272727272727,0.49579158630961373,UPS,3
415.7179290354252,125,0.19706477051463084,0.8116883116883117,0.6354322152271443,WM,3
432.42585027217865,136,0.6163096135121753,0.8831168831168831,0.3804233658119112,BA,1
379.7212339043617,126,0.34943027982483243,0.8181818181818182,0.5322014192446292,CHRW,1
470.30124497413635,139,0.5226568135200033,0.9025974025974026,0.4772465843783675,DOV,1
388.8113406300545,130,0.3628397836750655,0.8441558441558441,0.5802529033042387,EFX,1
434.25004452466965,135,0.4471800432223506,0.8766233766233766,0.5438309133259649,EMR,1
414.8056851029396,138,0.4635737127873586,0.8961038961038961,0.5361820603203922,FAST,1
421.17188543081284,134,0.4410354163658305,0.8701298701298701,0.5442013868398506,ITW,1
421.8958271741867,141,0.5339098843409051,0.9155844155844156,0.4627064225456355,NOC,1
413.3696964085102,141,0.5178533279469411,0.9155844155844156,0.4786464125129134,UPS,1
481.0451199412346,141,0.46611062862603525,0.9155844155844156,0.5300134732835007,WM,1
471.0550708770752,137,0.4016517194782819,0.8954248366013072,0.597972657530316,BA,2
414.53516805171967,123,0.3211726591347153,0.803921568627451,0.5146231378032853,CHRW,2
519.4047437310219,129,0.5978295115096176,0.8431372549019608,0.36499182133626307,DOV,2
450.30331498384476,141,0.23581941516715313,0.9215686274509803,0.7535896266563421,EFX,2
536.1616544425488,128,0.5735203580075536,0.8366013071895425,0.37803349604317676,EMR,2
464.9467512667179,137,0.38343267064460124,0.8954248366013072,0.6161802690559168,FAST,2
479.60656851530075,133,0.4425746761536837,0.869281045751634,0.541866099270372,ITW,2
465.71265882253647,139,0.3272400866038862,0.9084967320261438,0.6713044040992767,NOC,2
449.4430832117796,134,0.19269553365783113,0.8758169934640523,0.7932642105767383,UPS,2
487.9403624534607,135,0.28804519724396827,0.8823529411764706,0.7053342962960594,WM,2
419.8245338797569,117,0.3182261489740758,0.7597402597402597,0.3778563753348245,BA,3
418.4734164327383,121,0.44854153921887585,0.7857142857142857,0.3726835919621539,CHRW,3
471.6570892930031,138,0.5114699578154156,0.8961038961038961,0.48830762173872394,DOV,3
379.50563879311085,124,0.18626944342042018,0.8051948051948052,0.6214084223962548,EFX,3
409.3916556239128,118,0.36817775196196634,0.7662337662337663,0.36937261918004305,EMR,3
453.9047962427139,128,0.27109414578884916,0.8311688311688312,0.6323308069003492,FAST,3
449.7398815751076,117,0.3197397157589132,0.7597402597402597,0.3770175182001819,ITW,3
438.7990422695875,117,0.31044386751818587,0.7597402597402597,0.3821695132739418,NOC,3
367.2565147280693,119,0.1882692202730823,0.7727272727272727,0.499305593387648,UPS,3
397.5099836885929,122,0.18843357055738608,0.7922077922077922,0.5727168504837236,WM,3
429.5119677782059,139,0.6121566384008356,0.9025974025974026,0.38776487198227116,BA,1
367.0976022183895,123,0.33781365489427645,0.7987012987012987,0.4867273927424305,CHRW,1
491.3476981520653,138,0.5460462309868425,0.8961038961038961,0.45374709062905566,DOV,1
380.41472141444683,129,0.35500403615068504,0.8376623376623377,0.5740201698458668,EFX,1
443.61093205213547,135,0.45681965556531245,0.8766233766233766,0.5343480444094042,EMR,1
434.8171003460884,139,0.48593783747406316,0.9025974025974026,0.5139581294388946,FAST,1
409.57348972558975,134,0.4288900109957728,0.8701298701298701,0.5560260115828799,ITW,1
430.48875802755356,144,0.5447842528996071,0.935064935064935,0.43873034931293,NOC,1
412.4517889916897,139,0.5167034095695718,0.9025974025974026,0.48319878351148976,UPS,1
482.66139113903046,142,0.46767672118742915,0.922077922077922,0.5245957323945937,WM,1
470.5908172726631,135,0.401255867124673,0.8823529411764706,0.5931763785962256,BA,2
411.09433004260063,121,0.3185067741188928,0.7908496732026143,0.47669291327034086,CHRW,2
499.4189777672291,129,0.574826100686964,0.8431372549019608,0.3858686809104767,DOV,2
446.2480168044567,140,0.23369569541388857,0.9150326797385621,0.7611267578904541,EFX,2
549.8734531998634,135,0.5881875682921065,0.8823529411764706,0.4079829654919695,EMR,2
468.05314153432846,138,0.3859944511347955,0.9019607843137255,0.6139347333934112,FAST,2
459.49481135606766,130,0.42401580937422434,0.8496732026143791,0.5338402396092361,ITW,2
451.9212268590927,139,0.3175493270666225,0.9084967320261438,0.6809741977758834,NOC,2
439.1724262833595,134,0.18829206235798282,0.8758169934640523,0.7975910987956262,UPS,2
489.58267790079117,136,0.2890147031782273,0.8888888888888888,0.708356888372291,WM,2
404.16589391231537,117,0.30635693149657206,0.7597402597402597,0.3844345969655919,BA,3
411.43702038377523,119,0.44099956453083067,0.7727272727272727,0.3438480480311293,CHRW,3
479.5559542775154,141,0.5200355709104589,0.9155844155844156,0.4764800120661953,DOV,3
375.8347974680364,125,0.18446771638236936,0.8116883116883117,0.6454013555994377,EFX,3
424.1732397675514,127,0.3814712579376744,0.8246753246753247,0.521719172793562,EMR,3
451.61479848623276,131,0.2697264471198981,0.8506493506493507,0.6788190493104839,FAST,3
445.7352964878082,119,0.3168926813952693,0.7727272727272727,0.42018771935459437,ITW,3
434.34846568107605,120,0.3072951500513539,0.7792207792207793,0.4471863514478097,NOC,3
378.48909109830856,118,0.19402745276202435,0.7662337662337663,0.4711834565575177,UPS,3
396.2056605517864,127,0.18781527598388023,0.8246753246753247,0.6850649186591241,WM,3
